一个劲	yí gè jìn	12	in-ing,j-q-x	1
一令纸	yī lǐng zhǐ	42	in-ing,z-zh,n-l,r-l	1
一元论	yī yuán lùn	64	uan-uang,n-l,r-l	1
一出戏	yì chū xì	66	c-ch,j-q-x	1
一分子	yī fèn zǐ	72	en-eng,z-zh,h-f	1
一分钟	yì fēn zhōng	74	en-eng,z-zh,h-f	1
一匹马	yì pǐ mǎ	88		1
一回儿	yì huí er	129	h-f	1
一场梦	yì cháng mèng	133	en-eng,an-ang,c-ch	1
一场雨	yī cháng yǔ	135	an-ang,c-ch	1
一夜情	yí yè qíng	147	in-ing,j-q-x	1
一大半	yī dà bàn	149	an-ang	1
一大堆	yī dà duī	150		1
一大把	yī dà bǎ	152		1
一头热	yī tóu rè	161	ao-ou,r-l	1
一年级	yì nián jí	217	ian-iang,n-l,j-q-x	1
一把子	yī bà zi	249	z-zh	1
一抹黑	yī mǒ hēi	256	ai-ei,h-f	1
一掊土	yī póu tǔ	259	ao-ou	3
一服药	yī fù yào	303	ao-ou,h-f	1
一枝香	yī zhī xiāng	325	ian-iang,z-zh,j-q-x	1
一步步	yí bù bù	338		1
一沓纸	yì dá zhǐ	349	z-zh	3
一溜风	yī liù fēng	367	en-eng,n-l,h-f,r-l	1
一点钟	yì diǎn zhōng	369	ian-iang,z-zh	1
一百亿	yì bǎi yì	393	ai-ei	1
一直走	yì zhí zǒu	401	ao-ou,z-zh	1
一神教	yī shén jiào	412	en-eng,s-sh,j-q-x	1
一窝风	yī wō fēng	417	en-eng,h-f	1
一等奖	yì děng jiǎng	429	en-eng,ian-iang,j-q-x	1
一而再	yì ér zài	443	ai-ei,z-zh	1
一股劲	yì gǔ jìn	445	in-ing,j-q-x	1
一艘船	yì sōu chuán	460	uan-uang,ao-ou,c-ch,s-sh	1
一行人	yī xíng rén	467	en-eng,in-ing,r-l,j-q-x	1
一长串	yī cháng chuàn	542	an-ang,uan-uang,c-ch	1
一霎那	yī shà nà	553	s-sh,n-l	1
一面倒	yí miàn dǎo	557	ian-iang,ao-ou	1
一驮粮	yí duò liáng	564	ian-iang,ua-uo,n-l,r-l	1
丁公藤	dīng gōng téng	582	en-eng,in-ing	1
七叶树	qī yè shù	605	s-sh,j-q-x	1
七大洲	qī dà zhōu	608	ao-ou,z-zh,j-q-x	1
万应锭	wàn yìng dìng	700	in-ing,an-ang	3
三不知	sān bù zhī	770	an-ang,z-zh,s-sh	1
三八节	sān bā jié	785	an-ang,ia-ie,s-sh,j-q-x	1
三十儿	sān shí er	792	an-ang,s-sh	1
三十六	sān shí liù	793	an-ang,s-sh,n-l,r-l	1
三叶虫	sān yè chóng	804	an-ang,c-ch,s-sh	1
三合会	sān hé huì	807	an-ang,s-sh,h-f	1
三合房	sān hé fáng	809	an-ang,s-sh,h-f	1
三家村	sān jiā cūn	840	an-ang,ia-ie,c-ch,s-sh,j-q-x	1
三折肱	sān zhé gōng	857	an-ang,z-zh,s-sh	3
三结合	sān jié hé	895	an-ang,ia-ie,s-sh,h-f,j-q-x	1
三脚猫	sān jiǎo māo	900	an-ang,ao-ou,s-sh,j-q-x	1
三色堇	sān sè jǐn	902	in-ing,an-ang,s-sh,j-q-x	3
三角学	sān jiǎo xué	915	an-ang,s-sh,j-q-x	1
三连冠	sān lián guàn	928	an-ang,ian-iang,uan-uang,s-sh,n-l,r-l	1
上下床	shàng xià chuáng	950	an-ang,uan-uang,ia-ie,c-ch,s-sh,j-q-x	1
上半晌	shàng bàn shǎng	986	an-ang,s-sh	1
上半身	shàng bàn shēn	988	en-eng,an-ang,s-sh	1
上场门	shàng chǎng mén	1006	en-eng,an-ang,c-ch,s-sh	1
上方剑	shàng fāng jiàn	1066	an-ang,ian-iang,s-sh,h-f,j-q-x	1
上等兵	shàng děng bīng	1113	en-eng,in-ing,an-ang,s-sh	1
上西天	shàng xī tiān	1142	an-ang,ian-iang,s-sh,j-q-x	1
下工夫	xià gōng fū	1214	ia-ie,h-f,j-q-x	1
下巴颏	xià bā kē	1215	ia-ie,j-q-x	3
不一定	bù yí dìng	1255	in-ing	1
不一样	bù yí yàng	1256	an-ang	1
不中用	bù zhōng yòng	1266	z-zh	1
不争气	bù zhēng qì	1290	en-eng,z-zh,j-q-x	1
不人道	bù rén dào	1300	en-eng,ao-ou,r-l	1
不介意	bù jiè yì	1304	ia-ie,j-q-x	1
不做声	bù zuò shēng	1348	en-eng,ua-uo,z-zh,s-sh	1
不切题	bú qiè tí	1382	ia-ie,j-q-x	1
不到位	bú dào wèi	1389	ai-ei,ao-ou	1
不及格	bù jí gé	1411	j-q-x	1
不可分	bù kě fēn	1424	en-eng,h-f	1
不名誉	bù míng yù	1476	in-ing	1
