应声虫	yìng shēng chóng	47951	en-eng,in-ing,c-ch,s-sh	1
硬任务	yìng rèn wù	47953	en-eng,in-ing,r-l	1
杂拌儿	zá bàn er	47957	an-ang,z-zh	1
证明信	zhèng míng xìn	47969	en-eng,in-ing,z-zh,j-q-x	1
字符集	zì fú jí	47982	z-zh,h-f,j-q-x	1
祖母绿	zǔ mǔ lǜ	47986	z-zh,n-l,r-l	1
做人情	zuò rén qíng	47988	en-eng,in-ing,ua-uo,z-zh,r-l,j-q-x	1
八宝饭	bā bǎo fàn	47990	an-ang,ao-ou,h-f	1
北极狐	běi jí hú	47996	ai-ei,h-f,j-q-x	1
抽冷子	chōu lěng zi	48014	en-eng,ao-ou,z-zh,c-ch,n-l,r-l	1
储油罐	chǔ yóu guàn	48017	uan-uang,ao-ou,c-ch	1
带徒弟	dài tú di	48027	ai-ei	1
吊嗓子	diào sǎng zi	48036	an-ang,z-zh,s-sh	1
帆布包	fān bù bāo	48047	an-ang,ao-ou,h-f	1
高姿态	gāo zī tài	48056	ai-ei,ao-ou,z-zh	1
顾不及	gù bù jí	48060	j-q-x	1
鬼打墙	guǐ dǎ qiáng	48064	ian-iang,j-q-x	1
和尚头	hé shang tóu	48070	an-ang,ao-ou,s-sh,h-f	1
后尾儿	hòu yǐ er	48075	ao-ou,h-f	1
坏血病	huài xuè bìng	48076	in-ing,h-f,j-q-x	1
火星子	huǒ xīng zǐ	48082	in-ing,ua-uo,z-zh,h-f,j-q-x	1
减压阀	jiǎn yā fá	48091	ian-iang,h-f,j-q-x	1
教师爷	jiào shī yé	48098	s-sh,j-q-x	1
接生婆	jiē shēng pó	48099	en-eng,ia-ie,s-sh,j-q-x	1
旧框框	jiù kuàng kuàng	48104	uan-uang,j-q-x	1
矿物油	kuàng wù yóu	48111	uan-uang,ao-ou	1
揽活儿	lǎn huó er	48112	an-ang,ua-uo,n-l,h-f,r-l	1
冷森森	lěng sēn sēn	48116	en-eng,s-sh,n-l,r-l	1
露天矿	lù tiān kuàng	48121	ian-iang,uan-uang,n-l,r-l	1
